Claim_topic_id|Evidence_topic_id|Claim_text|Label|Evidence Label|Evidence_text|Article_topic_id|Reason
Claims_Covid_82|Evidence_Covid_168|Global Rollout of covid-19 vaccine Is Broken|T||Throughout the pandemic—and even now—vaccine development and distribution has been undeniably lopsided, skewed |covid vaccine_4170|
Claims_Covid_83|Evidence_Covid_169|Ice Cube didn't get a COVID vaccine|T||venting on a recent podcast interview that his refusal to get “the jab”|covid vaccine_4129|Ice Cube didn't get vaccinated
Claims_Covid_83|Evidence_Covid_170|Ice Cube didn't get a COVID vaccine|T||which was pulled after he refused to get “the jab.”|covid vaccine_4129|
Claims_Covid_83|Evidence_Covid_171|Ice Cube didn't get a COVID vaccine|T||“Those motherfuckers didn’t give it to me because I wouldn’t get the shot,”|covid vaccine_4129|
Claims_Covid_83|Evidence_Covid_172|Ice Cube didn't get a COVID vaccine|T||“The covid shot, the jab…I didn’t need it. I didn’t catch that shit at all. Nothing. Fuck them. I didn’t need that shit.”|covid vaccine_4129|
Claims_Covid_83|Evidence_Covid_173|Ice Cube didn't get a COVID vaccine|T||Cube’s refusal to get vaccinated|covid vaccine_4129|
Claims_Covid_83|Evidence_Covid_174|Ice Cube didn't get a COVID vaccine|T||Tisbury health agent Maura Valley notified The Times that the vaccination bus will return to Martha’s Vineyard Regional High School (MVRHS)|covid vaccine_4242|
Claims_Covid_84|Evidence_Covid_175|Moderna made a Covid-19 vaccine|T||Moderna and Pfizer-BioNTech Covid-19 mRNA vaccines|covid vaccine_4131|Moderna makes many COVID-19 vaccines
Claims_Covid_84|Evidence_Covid_176|Moderna made a Covid-19 vaccine|T||Moderna Covid-19 mRNA vaccine being administered to those from two to five years of age|covid vaccine_4131|
Claims_Covid_84|Evidence_Covid_177|Moderna made a Covid-19 vaccine|T||this passage may potentially make it seem like the Moderna Covid-19 mRNA vaccine (labeled as mRNA-1273) has been responsible for a higher incidence of RSV infections|covid vaccine_4131|
Claims_Covid_84|Evidence_Covid_178|Moderna made a Covid-19 vaccine|T||Drugmakers Pfizer-BioNTech and Moderna later introduced bivalent vaccines|covid vaccine_4145|
Claims_Covid_84|Evidence_Covid_179|Moderna made a Covid-19 vaccine|T||regular Pfizer and Moderna COVID vaccines|covid vaccine_4154|
Claims_Covid_84|Evidence_Covid_180|Moderna made a Covid-19 vaccine|T||Moderna vaccines|covid vaccine_4177|
Claims_Covid_85|Evidence_Covid_181|Pfizer-BioNTech made a Covid-19 vaccine|T||Moderna and Pfizer-BioNTech Covid-19 mRNA vaccines|covid vaccine_4131|Pfizer-BioNTech makes many COVID-19 vaccines
Claims_Covid_85|Evidence_Covid_182|Pfizer-BioNTech made a Covid-19 vaccine|T||third dose of the Pfizer-BioNTech Covid-19 mRNA vaccine|covid vaccine_4131|
Claims_Covid_85|Evidence_Covid_183|Pfizer-BioNTech made a Covid-19 vaccine|T||difference between those who got the Pfizer-BioNtech Covid-19 mRNA vaccine|covid vaccine_4131|
Claims_Covid_85|Evidence_Covid_184|Pfizer-BioNTech made a Covid-19 vaccine|T||Drugmakers Pfizer-BioNTech and Moderna later introduced bivalent vaccines|covid vaccine_4145|
Claims_Covid_85|Evidence_Covid_185|Pfizer-BioNTech made a Covid-19 vaccine|T||regular Pfizer and Moderna COVID vaccines|covid vaccine_4154|
Claims_Covid_85|Evidence_Covid_186|Pfizer-BioNTech made a Covid-19 vaccine|T||On Dec. 1 and Dec. 2 the AMFC will be offering the Pfizer vaccine and the flu vaccine to those who are 12 years old and older.|covid vaccine_4157|
Claims_Covid_86|Evidence_Covid_187|Giftcards offered for receiving a vaccine|T||offering $75 gift cards to residents accepting a COVID booster, or in some cases getting their very first vaccine.|covid vaccine_4132|Clinics offered giftcard to those who received a vaccine
Claims_Covid_86|Evidence_Covid_188|Giftcards offered for receiving a vaccine|T||A second clinic with gift cards |covid vaccine_4132|
Claims_Covid_86|Evidence_Covid_189|Giftcards offered for receiving a vaccine|T||At Saturday’s clinic, that meant handing out $75 gift cards to Walmart, Stop and Shop or Cumberland Farms at anyone receiving a vaccine or booster.|covid vaccine_4132|
Claims_Covid_86|Evidence_Covid_190|Giftcards offered for receiving a vaccine|T||Recipients could choose which gift cards they received.|covid vaccine_4132|
Claims_Covid_86|Evidence_Covid_191|Giftcards offered for receiving a vaccine|T||200 walk-in vaccination clinics across the state offering $75 gift cards to anyone who gets their shot through the holiday season.|covid vaccine_4169|
Claims_Covid_86|Evidence_Covid_192|Giftcards offered for receiving a vaccine|T||Boston vaccine clinics from this summer that offered $75 as an incentive|covid vaccine_4169|
Claims_Covid_87|Evidence_Covid_193|Giftcards offered for receiving a booster|T||offering $75 gift cards to residents accepting a COVID booster, or in some cases getting their very first vaccine.|covid vaccine_4132|Clinics offered giftcard to those who received a booster
Claims_Covid_87|Evidence_Covid_194|Giftcards offered for receiving a booster|T||A second clinic with gift cards |covid vaccine_4132|
Claims_Covid_87|Evidence_Covid_195|Giftcards offered for receiving a booster|T||At Saturday’s clinic, that meant handing out $75 gift cards to Walmart, Stop and Shop or Cumberland Farms at anyone receiving a vaccine or booster.|covid vaccine_4132|
Claims_Covid_87|Evidence_Covid_196|Giftcards offered for receiving a booster|T||Recipients could choose which gift cards they received.|covid vaccine_4132|
Claims_Covid_87|Evidence_Covid_197|Giftcards offered for receiving a booster|T||200 walk-in vaccination clinics across the state offering $75 gift cards to anyone who gets their shot through the holiday season.|covid vaccine_4169|
Claims_Covid_87|Evidence_Covid_198|Giftcards offered for receiving a booster|T||kids as young as 5 can get the new bivalent boosters — and they’re eligible for the Get Boosted clinics’ $75 gift cards, too. |covid vaccine_4169|
Claims_Covid_88|Evidence_Covid_199|Canada will mandate psychiatric medication for people refusing the vaccine|F||Canada will mandate psychiatric medication for people refusing the jab. This is false;|covid vaccine_4135|Providing psychiatric medication for people refusing the vaccine was suggested, not mandated
Claims_Covid_88|Evidence_Covid_200|Canada will mandate psychiatric medication for people refusing the vaccine|F||encourages physicians to discuss medication or therapy with patients who display anxious and avoidant behaviors -- including debilitating fear of needles -- rather than exempting them from vaccination.|covid vaccine_4135|
Claims_Covid_88|Evidence_Covid_201|Canada will mandate psychiatric medication for people refusing the vaccine|F||"""Canada is going to mandate psychiatric medication for those that refuse mRNA injections or any kind of vaccination,"" "|covid vaccine_4135|
Claims_Covid_88|Evidence_Covid_202|Canada will mandate psychiatric medication for people refusing the vaccine|F||Canada mandated psychiatric medication for unvaccinated patients, but saying that it was suggested by the CPSO is also misleading.|covid vaccine_4135|
Claims_Covid_88|Evidence_Covid_203|Canada will mandate psychiatric medication for people refusing the vaccine|F||"""This has come out recently out of the College of Physicians and Surgeons of Ontario. The College sent out a letter or a memo to all the doctors in Ontario suggesting to them -- now so far they're not mandating it, they're just suggesting it -- that any of their unvaccinated patients, that they should consider that they have a mental problem and that they should be put on psychiatric medication."""|covid vaccine_4135|
Claims_Covid_88|Evidence_Covid_204|Canada will mandate psychiatric medication for people refusing the vaccine|F||"""This false interpretation that is being disseminated has no basis in fact or reality."""|covid vaccine_4135|
Claims_Covid_89|Evidence_Covid_205|China refused to use Western COVID-19 vaccines|T||But it still refuses to use Western mRNA vaccines to innoculate the population more quickly. |covid vaccine_4138|China refused to use Western Vaccines and instead use their own.
Claims_Covid_89|Evidence_Covid_206|China refused to use Western COVID-19 vaccines|T||China's hesitancy to use Western vaccine technology is contributing to the mass protests against its COVID-19 restrictions.|covid vaccine_4138|
Claims_Covid_89|Evidence_Covid_207|China refused to use Western COVID-19 vaccines|T||hesitancy to use Western vaccine technology may be hampering China's response to the pandemic|covid vaccine_4138|
Claims_Covid_89|Evidence_Covid_208|China refused to use Western COVID-19 vaccines|T||Despite that, China is still refusing to approve and distribute Western vaccines to innoculate its citizens.|covid vaccine_4138|
Claims_Covid_89|Evidence_Covid_209|China refused to use Western COVID-19 vaccines|T||In lieu of the Western vaccines, which are based on mRNA, China has been relying on its own brand of jabs|covid vaccine_4138|
Claims_Covid_89|Evidence_Covid_210|China refused to use Western COVID-19 vaccines|T||Germany this week suggested China should use Western vaccines to speed up the process and protect the country from the virus|covid vaccine_4138|
Claims_Covid_90|Evidence_Covid_211|"China had ""zero-COVID"" policies"|T||"As protests flare up in Chinese cities, the country's government has promised to accelerate the COVID-19 vaccine rollout to better protect its citizens from the virus and to pull back on unpopular ""zero COVID"" policies."|covid vaccine_4138|China had zero-covid policies
Claims_Covid_90|Evidence_Covid_212|"China had ""zero-COVID"" policies"|T||"China's strict ""zero-COVID"" policies"|covid vaccine_4138|
Claims_Covid_90|Evidence_Covid_213|"China had ""zero-COVID"" policies"|T||Widespread protests across China over the government’s zero-COVID policy|covid vaccine_4156|
Claims_Covid_90|Evidence_Covid_214|"China had ""zero-COVID"" policies"|T||China over the government’s zero-COVID policy |covid vaccine_4161|
Claims_Covid_90|Evidence_Covid_215|"China had ""zero-COVID"" policies"|T||"As protests flare up in Chinese cities, the country's government has promised to accelerate the COVID-19 vaccine rollout to better protect its citizens from the virus and to pull back on unpopular ""zero COVID"" policies."|covid vaccine_4173|
Claims_Covid_90|Evidence_Covid_216|"China had ""zero-COVID"" policies"|T||"Public health experts told Insider that China's strict ""zero-COVID"" policies which require many people to show negative PCR tests when they want to go out in public aren't a long-term solution."|covid vaccine_4173|
Claims_Covid_91|Evidence_Covid_217|frontline health and care staff should get both COVID-19 and flu vaccines|T||vital that everyone eligible, particularly health and social care staff, get their flu and Covid vaccinations.|covid vaccine_4142|It is recommended that health care and support staff get both vaccines to protect themselves and those they care for.
Claims_Covid_91|Evidence_Covid_218|frontline health and care staff should get both COVID-19 and flu vaccines|T||The flu and Covid vaccines are the best defence we have against them, so it is vital to make sure that you get both life-saving jabs to keep yourself, those you care for and your loved ones safe.|covid vaccine_4142|
Claims_Covid_91|Evidence_Covid_219|frontline health and care staff should get both COVID-19 and flu vaccines|T||All frontline health and social care workers, including clinical and non-clinical staff, are now eligible for the Covid booster vaccine, and the flu vaccine should be offered by their employer. |covid vaccine_4142|
Claims_Covid_91|Evidence_Covid_220|frontline health and care staff should get both COVID-19 and flu vaccines|T||As health and social care professionals, it’s important to recognise that vaccinations offer the best protection against these viruses|covid vaccine_4142|
Claims_Covid_91|Evidence_Covid_221|frontline health and care staff should get both COVID-19 and flu vaccines|T||we are urging all healthcare staff to do the same again this year by getting vaccinated against both COVID-19 and flu.|covid vaccine_4142|
Claims_Covid_91|Evidence_Covid_222|frontline health and care staff should get both COVID-19 and flu vaccines|T||There are different variants of the flu virus that often change annually, which is why you should get the vaccine each year if you can. Immunity from COVID-19 (either from the vaccine or having had the virus) wanes over time so, for the best protection for yourself, your colleagues and your patients you will need another dose.|covid vaccine_4142|
Claims_Covid_92|Evidence_Covid_223|Pediatricians will have to pay for COVID-19 vaccines once funding is stopped|T||Federal funding for COVID-19 vaccines is running out. The government has footed the bill since the vaccines became available in late 2020. Once it steps away, COVID vaccination will be privatized. Doctors will have to pay for the vaccine doses upfront and hope that they make their money back.|covid vaccine_4144|Once government funding finishes, pediatricians will have to buy COVID-19 vaccines
Claims_Covid_92|Evidence_Covid_224|Pediatricians will have to pay for COVID-19 vaccines once funding is stopped|T||Since the federal government has been paying for the vaccine, Chung doesn’t lose any money from waste. But that will change when she has to start paying for the COVID vaccine upfront. |covid vaccine_4144|
Claims_Covid_92|Evidence_Covid_225|Pediatricians will have to pay for COVID-19 vaccines once funding is stopped|T||A Pfizer spokesperson did, saying in an email that the company expects to have single-dose vials of COVID vaccine available early next year. Chung said that would help cut down on waste, but she would still have to pay for the vials upfront.|covid vaccine_4144|
Claims_Covid_92|Evidence_Covid_226|Pediatricians will have to pay for COVID-19 vaccines once funding is stopped|T||Like Chung, pediatrician Suzanne Berman in Crossville, Tennessee, won’t be able to keep giving COVID shots if she has to pay for them upfront. |covid vaccine_4144|
Claims_Covid_92|Evidence_Covid_227|Pediatricians will have to pay for COVID-19 vaccines once funding is stopped|T||And some of the public clinics pediatricians are planning to send their patients to get federal COVID funding. Once that runs out, Levitt said some of them will probably stop giving COVID shots.|covid vaccine_4144|
Claims_Covid_92|Evidence_Covid_228|Pediatricians will have to pay for COVID-19 vaccines once funding is stopped|T||Dr. Permar, who is also the Nancy C. Paduano Professor in Pediatrics at Weill Cornell Medicine and pediatrician-in-chief at NewYork-Presbyterian Komansky Children’s Hospital. “We should take every opportunity to provide safe and effective vaccine immunity to our youngest patients,|covid vaccine_4186|
Claims_Covid_93|Evidence_Covid_229|Covid vaccine possibly linked to Bridget Kerr's death|T||Doctors who treated an elderly Longford woman who died following an unexplained series of seizures last year told an inquest it was possible that her death was linked to an adverse reaction to a Covid-19 vaccine.|covid vaccine_4149|vaccine could have caused her illness that she died from
Claims_Covid_93|Evidence_Covid_230|Covid vaccine possibly linked to Bridget Kerr's death|T||However, two hospital consultants who treated the patient, Bridget Kerr (86), also stressed that it was not in their area of expertise to state definitively that a reaction to the Pfizer vaccine was an explanation for her death.|covid vaccine_4149|
Claims_Covid_93|Evidence_Covid_231|Covid vaccine possibly linked to Bridget Kerr's death|T||An inquest at Dublin District Coroner’s Court heard a post-mortem on the body of Ms Kerry, a mother of seven from Cooleeney, Dublin Road, Longford, was inconclusive in establishing the cause of her death.|covid vaccine_4149|
Claims_Covid_93|Evidence_Covid_232|Covid vaccine possibly linked to Bridget Kerr's death|T||Her family claim their mother only became unwell after receiving the Covid vaccine from her local GP two months earlier.|covid vaccine_4149|
Claims_Covid_93|Evidence_Covid_233|Covid vaccine possibly linked to Bridget Kerr's death|T||Another daughter, Breege Brady, said her mother had suffered “a rapid deterioration” that coincided with her being given the Pfizer vaccine and was unable to recognise her on March 14, 2021.|covid vaccine_4149|
Claims_Covid_93|Evidence_Covid_234|Covid vaccine possibly linked to Bridget Kerr's death|T||A consultant geriatrician at the Midlands Regional Hospital in Mullingar, Clare Fallon, admitted it was possible that an adverse reaction to the vaccine had caused the delirium which the patient suffered.|covid vaccine_4149|
Claims_Covid_94|Evidence_Covid_235|iNCOVACC is a nasal Covid-19 vaccine|T||Nasal Covid-19 vaccine iNCOVACC|covid vaccine_4150|iNCOVACC produced an intranasal vaccine
Claims_Covid_94|Evidence_Covid_236|iNCOVACC is a nasal Covid-19 vaccine|T||Hyderabad based biotechnology company Bharat Biotech has launched the world's first nasal Covid-19 vaccine.|covid vaccine_4150|
Claims_Covid_94|Evidence_Covid_237|iNCOVACC is a nasal Covid-19 vaccine|T||iNCOVACC is the world's first intranasal vaccine for Covid to receive approval for a primary 2-dose schedule and heterologous booster dose, according to the statement.|covid vaccine_4150|
Claims_Covid_94|Evidence_Covid_238|iNCOVACC is a nasal Covid-19 vaccine|T||Heterologous booster dose studies were conducted for safety and immunogenicity in 875 subjects with BBV154 intranasal vaccine, administered post 2 doses of the two commonly administered COvid-19 vaccines|covid vaccine_4150|
Claims_Covid_94|Evidence_Covid_239|iNCOVACC is a nasal Covid-19 vaccine|T||Bharat Biotech’s intranasal COVID-19 vaccine|covid vaccine_4167|
Claims_Covid_94|Evidence_Covid_240|iNCOVACC is a nasal Covid-19 vaccine|T||Yet, the development of an intranasal vaccine, a new vaccine platform for India, is welcome,|covid vaccine_4167|
Claims_Covid_95|Evidence_Covid_241|International Court of Justice ordered countries to scrap Covid-19 vaccine rollout|F||Social media users in Thailand falsely claim that the International Court of Justice has ordered all countries to stop administering Covid-19 vaccines over health concerns|covid vaccine_4158|International Court does not have the power to tell countries to cease vaccinations
Claims_Covid_95|Evidence_Covid_242|International Court of Justice ordered countries to scrap Covid-19 vaccine rollout|F||The court does not have the power to tell countries to cease vaccinations, legal experts said, and has not handled any cases involving Covid-19 vaccination, as of November 29.|covid vaccine_4158|
Claims_Covid_95|Evidence_Covid_243|International Court of Justice ordered countries to scrap Covid-19 vaccine rollout|F||Lori F. Damrosch, a professor at New York's Columbia Law School, said the International Court of Justice (ICJ) cannot order countries to stop vaccination.|covid vaccine_4158|
Claims_Covid_95|Evidence_Covid_244|International Court of Justice ordered countries to scrap Covid-19 vaccine rollout|F||"""Only States can bring cases to the ICJ, and only by virtue of the consent of both States parties to the case,"" she told AFP. ""Without having consented, a State cannot be sued at the ICJ. No judgment or order could be issued against a non-consenting State."""|covid vaccine_4158|
Claims_Covid_95|Evidence_Covid_245|International Court of Justice ordered countries to scrap Covid-19 vaccine rollout|F||Furthermore, lists of the court's past and pending cases -- which include allegations of genocide in Ukraine and a dispute over the United States embassy's relocation to Jerusalem -- does not show any cases related to Covid-19 vaccination, as of November 29.|covid vaccine_4158|
Claims_Covid_95|Evidence_Covid_246|International Court of Justice ordered countries to scrap Covid-19 vaccine rollout|F||China is reported to be developing its own mRNA vaccines,|covid vaccine_4202|
Claims_Covid_96|Evidence_Covid_247|Medline Industries fired people for not getting a covid-19 vaccine|T||People fired by Medline Industries last year for declining to get a COVID-19 vaccine have filed civil rights lawsuits against the Northfield-based medical supply company.|covid vaccine_4159|Former Medline employees are suing Medline after being terminated for not getting vaccinated
Claims_Covid_96|Evidence_Covid_248|Medline Industries fired people for not getting a covid-19 vaccine|T||Erica Ann Probst, a Columbus, Ohio-based attorney representing more than two dozen ex-Medline employees who were terminated as a result of its vaccine mandate.|covid vaccine_4159|
Claims_Covid_96|Evidence_Covid_249|Medline Industries fired people for not getting a covid-19 vaccine|T||Medline issued a vaccine mandate in August 2021 to all its employees who interacted with its customers, giving them about two months to get vaccinated or lose their jobs.|covid vaccine_4159|
Claims_Covid_96|Evidence_Covid_250|Medline Industries fired people for not getting a covid-19 vaccine|T||Probst said salespeople who worked remotely throughout the pandemic were required to get vaccinated, while drivers who delivered directly to facilities were exempted from the mandate.|covid vaccine_4159|
Claims_Covid_96|Evidence_Covid_251|Medline Industries fired people for not getting a covid-19 vaccine|T||Instead, [Medline] utilized the religious and medical accommodations to mass terminate unvaccinated employees.|covid vaccine_4159|
Claims_Covid_96|Evidence_Covid_252|Medline Industries fired people for not getting a covid-19 vaccine|T||"Ross Kuns, of Georgetown, Texas, was an acute care sales representative who first started working for Medline more than two decades ago. Three weeks before the vaccination deadline, he told Medline human resources representatives he had ""sincerely held religious beliefs that prevented him from receiving a COVID-19 vaccine."" A little over a week later, the request was denied, and Kuns was terminated."|covid vaccine_4159|
Claims_Covid_97|Evidence_Covid_253|Died Suddenly is an anti-vaccine movie|T||"The new anti-vaccine movie ""Died Suddenly"" "|covid vaccine_4164|Died Suddenly makes lots of claims against the vaccine
Claims_Covid_97|Evidence_Covid_254|Died Suddenly is an anti-vaccine movie|T||The new film, released Nov. 21, revives several debunked claims and repackages them to allege that COVID-19 vaccines are part of a depopulation scheme by global elites who want to establish a global regime.|covid vaccine_4164|
Claims_Covid_97|Evidence_Covid_255|Died Suddenly is an anti-vaccine movie|T||"A woman featured in the film who said she’d been embalming bodies for more than a decade described long, allegedly abnormal clots and concluded, ""I have never seen anything like this until the vaccination."" An anonymous narrator said, ""We know something different is going on. We don’t know exactly what's going on. But the timing of it is just hand in hand — we’re connecting dots here. And it certainly appears that there’s some relationship to the vaccines and these obstructions that we’re seeing."" "|covid vaccine_4164|
Claims_Covid_97|Evidence_Covid_256|Died Suddenly is an anti-vaccine movie|T||"The ""evidence"" in the film quickly falls apart under scrutiny, she said. For example, the movie showed video clips of people who collapsed or died unexpectedly and implied those people died because of COVID-19 vaccines."|covid vaccine_4164|
Claims_Covid_97|Evidence_Covid_257|Died Suddenly is an anti-vaccine movie|T||McCarthy said the film also relies heavily on statements from one embalmer to promote its core claim that the vaccines are causing abnormal blood clots. That embalmer, Richard Hirschman, has promoted his baseless claims about clots and COVID-19 vaccines|covid vaccine_4164|
Claims_Covid_97|Evidence_Covid_258|Died Suddenly is an anti-vaccine movie|T||"Died Suddenly also included footage presented as ""evidence"" that couldn’t possibly have been linked to COVID-19 vaccines. "|covid vaccine_4164|
Claims_Covid_98|Evidence_Covid_259|Johnson & Johnson made a Covid-19 vaccine|T||Johnson & Johnson’s vaccine|covid vaccine_4177|Johnson & Johnson made a less popular COVID-19 vaccine
Claims_Covid_98|Evidence_Covid_260|Johnson & Johnson made a Covid-19 vaccine|T||Adults who've been vaccinated against COVID-19 -- but haven't yet received any booster -- can get a dose of Novavax as their booster. It doesn't matter which vaccine you originally received -- Pfizer, Moderna, Johnson & Johnson or Novavax|covid vaccine_4209|
Claims_Covid_98|Evidence_Covid_261|Johnson & Johnson made a Covid-19 vaccine|T||Johnson & Johnson vaccine|covid vaccine_4090|
Claims_Covid_98|Evidence_Covid_262|Johnson & Johnson made a Covid-19 vaccine|T||Johnson & Johnson vaccine was available|covid vaccine_4208|
Claims_Covid_98|Evidence_Covid_263|Johnson & Johnson made a Covid-19 vaccine|T||Only about 3% of the vaccine doses administered in the U.S. have been from Johnson & Johnson|covid vaccine_4211|
Claims_Covid_98|Evidence_Covid_264|Johnson & Johnson made a Covid-19 vaccine|T||At the time that the study was conducted, only the Johnson & Johnson vaccine was available|covid vaccine_4229|
Claims_Covid_99|Evidence_Covid_265|US Military had a vaccine mandate|T||Defense Secretary Lloyd Austin said he wants to keep the military’s COVID-19 vaccine mandate|covid vaccine_4179|US Defense Secretary Lloyd Austin order the military to require the vaccine
Claims_Covid_99|Evidence_Covid_266|US Military had a vaccine mandate|T||This past week more than 20 Republican governors sent a letter to President Joe Biden asking that the administration remove the mandate, saying it has hurt the U.S. National Guard’s ability to recruit troops.|covid vaccine_4179|
Claims_Covid_99|Evidence_Covid_267|US Military had a vaccine mandate|T||Congress may consider legislation this coming week to end the mandate as a requirement to gather enough support to pass this years’ defense budget|covid vaccine_4179|
Claims_Covid_99|Evidence_Covid_268|US Military had a vaccine mandate|T||“I’m the guy” who ordered the military to require the vaccine, Austin added. “I support continuation of vaccinating the troops.”|covid vaccine_4179|
Claims_Covid_99|Evidence_Covid_269|US Military had a vaccine mandate|T||Last year Austin directed that all troops get the vaccine or face potential expulsion from the military;|covid vaccine_4179|
Claims_Covid_99|Evidence_Covid_270|US Military had a vaccine mandate|T||thousands of active duty forces have been discharged since then for their refusal to get the shots.|covid vaccine_4179|
Claims_Covid_100|Evidence_Covid_271|A combined COVID-flu vaccine is being developed|T||"Pfizer-BioNTech and Moderna are currently developing and testing various ""combined"" vaccines"|covid vaccine_4180|Two companies are planning to make a combined COVID-Flu vaccine
Claims_Covid_100|Evidence_Covid_272|A combined COVID-flu vaccine is being developed|T||The combination shots are possible thanks to advances in mRNA technology|covid vaccine_4180|
Claims_Covid_100|Evidence_Covid_273|A combined COVID-flu vaccine is being developed|T||That gives us this opportunity to say, if you could create a universal flu vaccine, why not create that together with the COVID booster?|covid vaccine_4180|
Claims_Covid_100|Evidence_Covid_274|A combined COVID-flu vaccine is being developed|T||"Interest in creating effective combinatory vaccines couldn't be higher as the U.S. heads into a ""tripledemic,"" "|covid vaccine_4180|
Claims_Covid_100|Evidence_Covid_275|A combined COVID-flu vaccine is being developed|T||This way both flu and COVID vaccines will be widely disseminated because now you're only getting one injection instead of two, Amiji says.|covid vaccine_4180|
Claims_Covid_100|Evidence_Covid_276|A combined COVID-flu vaccine is being developed|T||Both Moderna and Pfizer have tailored their production timelines such that their combination vaccines, |covid vaccine_4180|
Claims_Covid_101|Evidence_Covid_277|A universal flu vaccine is being developed|T||universal mRNA flu vaccine that in theory would inoculate against all 20 known strains and subtypes of flu. |covid vaccine_4180|An experimental universal flu vaccine is being developed
Claims_Covid_101|Evidence_Covid_278|A universal flu vaccine is being developed|T||They're developing specifically an mRNA flu vaccine, which would be one vaccine that wouldn't necessarily need to change year-to-year, Amiji says of the experimental universal flu shot.|covid vaccine_4180|
Claims_Covid_101|Evidence_Covid_279|A universal flu vaccine is being developed|T||That gives us this opportunity to say, if you could create a universal flu vaccine, |covid vaccine_4180|
Claims_Covid_101|Evidence_Covid_280|A universal flu vaccine is being developed|T||But with the flu, again relying on this universal flu mRNA vaccine,|covid vaccine_4180|
Claims_Covid_101|Evidence_Covid_281|A universal flu vaccine is being developed|T||indicating that researchers could be a step closer to unlocking a universal flu vaccine|covid vaccine_4265|
Claims_Covid_101|Evidence_Covid_282|A universal flu vaccine is being developed|T||While the universal flu vaccine wouldn't eliminate seasonal flu cases,|covid vaccine_4265|
Claims_Covid_102|Evidence_Covid_283|Clinics were held to receive both the COVID-19 vaccine and the flu shot|T||An Influenza and COVID Bivalent Booster Vaccine Clinic|covid vaccine_4190|Clinics offered Covid-19 and Flu vaccinations at the same time
Claims_Covid_102|Evidence_Covid_284|Clinics were held to receive both the COVID-19 vaccine and the flu shot|T||Reservations are needed for both the COVID and Flu Vaccines|covid vaccine_4190|
Claims_Covid_102|Evidence_Covid_285|Clinics were held to receive both the COVID-19 vaccine and the flu shot|T||Locals can receive both the Influenza and COVID vaccines at the same time. |covid vaccine_4190|
Claims_Covid_102|Evidence_Covid_286|Clinics were held to receive both the COVID-19 vaccine and the flu shot|T||On Tuesday, Nov. 28, the city and Medicine Man offered a clinic from 4-7 p.m. Residents can get the seasonal flu vaccine and/or the updated Pfizer and Moderna COVID-19 boosters at 605 Jackson St.|covid vaccine_4155|
Claims_Covid_102|Evidence_Covid_287|Clinics were held to receive both the COVID-19 vaccine and the flu shot|T||Flu And COVID Vaccine Clinic Schedule: Next 2 Tuesdays|covid vaccine_4155|
Claims_Covid_102|Evidence_Covid_288|Clinics were held to receive both the COVID-19 vaccine and the flu shot|T||Moderna (age 6 months through 5 years) and Pfizer (age 6 months and older), including updated Pfizer bivalent boosters. Flu shots are also available as long as one resident registers to receive the COVID-19 vaccine. |covid vaccine_4228|
Claims_Covid_103|Evidence_Covid_289|China had a low vaccination rate|T||A low vaccination rate is one of the biggest obstacles to ending curbs that have confined millions of people to their homes, depressed the economy and kept most visitors out of China|covid vaccine_4197|China experienced a low vaccination rate
Claims_Covid_103|Evidence_Covid_290|China had a low vaccination rate|T||Chinese officials on Tuesday said about 66% of adults over age 80 have received their primary vaccination series. |covid vaccine_4207|
Claims_Covid_103|Evidence_Covid_291|China had a low vaccination rate|T||like mainland China — cemented a formidable zero-covid strategy early in the pandemic, enjoying few cases despite relatively low vaccination rates among the elderly.|covid vaccine_4266|
Claims_Covid_103|Evidence_Covid_292|China had a low vaccination rate|T||Low vaccination rates among older people are one of the hurdles to easing the zero-Covid policy,|covid vaccine_4258|
Claims_Covid_103|Evidence_Covid_293|China had a low vaccination rate|T||“the result of a low uptake means more pressure on the healthcare delivery system|covid vaccine_4248|
Claims_Covid_103|Evidence_Covid_294|China had a low vaccination rate|T||A low vaccination rate is one of the biggest obstacles to ending curbs that have confined millions of people to their homes, depressed the economy and kept most visitors out of China.|covid vaccine_4162|
Claims_Covid_104|Evidence_Covid_295|Concerns about a tripledemic of covid, flu and RSV|T||This year’s holiday season is arriving right in the midst of an unwelcome “tripledemic” of COVID-19, the flu and respiratory syncytial virus (RSV), straining hospitals nationwide.|covid vaccine_4204|Covid-19, the flu and RSV cases are all coming in at the same time
Claims_Covid_104|Evidence_Covid_296|Concerns about a tripledemic of covid, flu and RSV|T||NPR reports that even though COVID cases are much lower than they were last winter, case counts are ticking up nationwide, and nearly 3,000 Americans are dying each week. Meanwhile, other respiratory viruses like the flu and RSV have surged this fall.|covid vaccine_4204|
Claims_Covid_104|Evidence_Covid_297|Concerns about a tripledemic of covid, flu and RSV|T||Children are battling the flu, RSV and Covid during the approaching winter season – a phenomenon known as a “tripledemic.”|covid vaccine_4085|
Claims_Covid_104|Evidence_Covid_298|Concerns about a tripledemic of covid, flu and RSV|T||seeing an influx of young children getting sick with different viruses including RSV, flu and COVID-19 |covid vaccine_4082|
Claims_Covid_104|Evidence_Covid_299|Concerns about a tripledemic of covid, flu and RSV|T||There’s a triple threat of Covid, a bad flu season, and RSV causing record numbers of children to be brought to hospitals with breathing problems, fevers and other symptoms.|covid vaccine_4095|
